Date,High,Low,Open,Close,Volume,Adj Close
13-06-2013,15.612143,15.3125,15.446429,15.57,285832400,13.655779
14-06-2013,15.581786,15.303571,15.55,15.358929,271866000,13.470655
17-06-2013,15.560714,15.37,15.408571,15.428571,259414400,13.531735
18-06-2013,15.532143,15.364643,15.412857,15.420357,195025600,13.524532
19-06-2013,15.416429,15.107143,15.407143,15.107143,310940000,13.249825
20-06-2013,15.213571,14.8275,14.975,14.887143,357310800,13.056876
21-06-2013,15,14.575,14.946071,14.767857,481118400,12.952253
24-06-2013,14.595,14.216071,14.55,14.376429,480746000,12.608949
25-06-2013,14.563929,14.243929,14.489286,14.379643,314162800,12.611767
26-06-2013,14.456786,14.130714,14.425,14.216786,367724000,12.468932
27-06-2013,14.335357,14.055,14.258929,14.063571,337246000,12.334556
28-06-2013,14.295357,13.888214,13.977143,14.161786,578516400,12.420691
01-07-2013,14.723929,14.329286,14.381786,14.615,391053600,12.818189
02-07-2013,15.058214,14.623929,14.641429,14.946071,469865200,13.108555
03-07-2013,15.106429,14.908929,15.030714,15.028571,240928800,13.180918
05-07-2013,15.1175,14.833929,15.013929,14.907857,274024800,13.07504
08-07-2013,15.035714,14.666071,15.003929,14.823214,298138400,13.000807
09-07-2013,15.125,14.656429,14.771429,15.083929,352584400,13.229465
10-07-2013,15.171429,14.9375,14.985714,15.026071,281405600,13.178721
11-07-2013,15.294643,15.041786,15.105357,15.260357,326292400,13.384206
12-07-2013,15.349643,15.121786,15.273214,15.2325,279563200,13.35977
15-07-2013,15.409286,15.171429,15.178929,15.265714,241917200,13.388899
16-07-2013,15.3825,15.148929,15.232857,15.364286,216538000,13.475355
17-07-2013,15.436429,15.293571,15.346429,15.368214,198990400,13.478799
18-07-2013,15.531071,15.378929,15.477857,15.42,218878800,13.52422
19-07-2013,15.499286,15.155357,15.467857,15.176786,268721600,13.310905
22-07-2013,15.348214,15.195357,15.337857,15.225357,207796400,13.353507
23-07-2013,15.248571,14.953929,15.214286,14.963929,369395600,13.12422
24-07-2013,15.878214,15.545,15.676071,15.7325,591936800,13.798299
25-07-2013,15.764286,15.564643,15.739286,15.660714,229493600,13.735338
26-07-2013,15.751429,15.512143,15.546429,15.749643,200152400,13.813337
29-07-2013,16.071072,15.721429,15.742857,15.9925,248057600,14.026336
30-07-2013,16.326786,16.043928,16.07,16.190001,309422400,14.199553
31-07-2013,16.33357,16.051071,16.249643,16.161785,322957600,14.174809
01-08-2013,16.314285,16.187857,16.276787,16.309999,206250800,14.3048
02-08-2013,16.530357,16.309286,16.3575,16.519285,274783600,14.488357
05-08-2013,16.809643,16.505358,16.596071,16.766071,318855600,14.704801
06-08-2013,16.853214,16.506071,16.715,16.616072,334857600,14.57324
07-08-2013,16.678572,16.491785,16.564285,16.606428,298858000,14.564785
08-08-2013,16.575001,16.355356,16.566429,16.464643,255777200,14.535781
09-08-2013,16.445,16.201786,16.379999,16.230356,266865200,14.328934
12-08-2013,16.737499,16.308214,16.316429,16.691429,364434000,14.735997
13-08-2013,17.66643,16.71607,16.819286,17.484644,881941200,15.436285
14-08-2013,18.008928,17.621429,17.781429,17.803572,756372400,15.717845
15-08-2013,17.942858,17.467142,17.729286,17.782499,490294000,15.699245
16-08-2013,17.962143,17.816429,17.862499,17.940357,362306000,15.838605
19-08-2013,18.347857,18,18.012142,18.133572,510518400,16.00919
20-08-2013,18.234644,17.886429,18.20393,17.895357,358688400,15.798881
21-08-2013,18.112499,17.9,17.985357,17.941429,335879600,15.839556
22-08-2013,18.056786,17.792856,18.035,17.962856,244207600,15.858474
23-08-2013,17.976786,17.833929,17.973928,17.893572,222731600,15.7973
26-08-2013,18.22143,17.875,17.883928,17.963215,330965600,15.858796
27-08-2013,17.946787,17.367857,17.785713,17.449642,424188800,15.405379
28-08-2013,17.707144,17.357143,17.357143,17.532143,307608000,15.478217
29-08-2013,17.732143,17.540358,17.558929,17.560715,239657600,15.503439
30-08-2013,17.605356,17.375,17.571428,17.400715,272297200,15.362185
03-09-2013,17.878571,17.405357,17.610714,17.449286,331928800,15.405068
04-09-2013,17.937143,17.724285,17.841429,17.810356,345032800,15.72384
05-09-2013,17.88143,17.629999,17.866072,17.688213,236367600,15.616005
06-09-2013,17.834999,17.498215,17.80143,17.793571,359525600,15.709017
09-09-2013,18.139999,17.981428,18.035713,18.077499,340687200,15.959691
10-09-2013,18.123215,17.482143,18.078571,17.665714,743195600,15.59614
11-09-2013,16.9175,16.600357,16.678928,16.70393,898696400,14.747032
12-09-2013,16.978571,16.643213,16.732143,16.881786,404051200,14.904054
13-09-2013,16.85107,16.59643,16.762142,16.603571,298835600,14.65843
16-09-2013,16.486071,15.972143,16.464287,16.075714,543706800,14.192411
17-09-2013,16.418215,15.982143,15.998571,16.261429,399380800,14.35637
18-09-2013,16.655357,16.452143,16.542143,16.595715,456862000,14.651491
19-09-2013,16.993929,16.758928,16.810715,16.867857,404541200,14.891757
20-09-2013,17.09107,16.642857,17.071428,16.693214,699302800,14.737572
23-09-2013,17.746786,17.235714,17.717857,17.522858,762106800,15.470018
24-09-2013,17.695356,17.422144,17.674286,17.467857,364344400,15.421464
25-09-2013,17.487143,17.19393,17.47143,17.1975,316957200,15.182778
26-09-2013,17.44857,17.282143,17.357143,17.365,237221600,15.330658
27-09-2013,17.309643,17.168571,17.277857,17.241072,228040400,15.221247
30-09-2013,17.202143,16.943214,17.044643,17.026787,260156400,15.032065
01-10-2013,17.469286,17.084999,17.0875,17.427143,353883600,15.385517
02-10-2013,17.564285,17.276787,17.343929,17.484285,289184000,15.435966
03-10-2013,17.583929,17.169287,17.518213,17.264643,322753200,15.242053
04-10-2013,17.307142,17.092857,17.280714,17.251072,258868400,15.230075
07-10-2013,17.594643,17.333929,17.377144,17.419643,312292400,15.378899
08-10-2013,17.522858,17.162144,17.497856,17.17643,290917200,15.164178
09-10-2013,17.42107,17.081429,17.308571,17.378214,301725200,15.34232
10-10-2013,17.584999,17.394285,17.547144,17.487143,278602800,15.438491
11-10-2013,17.637142,17.327143,17.3925,17.600357,267738800,15.538442
14-10-2013,17.770714,17.476786,17.493929,17.715714,261898000,15.640287
15-10-2013,17.928572,17.697144,17.768213,17.809999,320073600,15.723522
16-10-2013,17.9475,17.829643,17.885357,17.896786,251101200,15.800144
17-10-2013,18.027857,17.845715,17.856428,18.017857,253593200,15.907029
18-10-2013,18.187857,18.061071,18.071072,18.174643,290542000,16.045456
21-10-2013,18.725,18.268572,18.2775,18.620001,398106800,16.438635
22-10-2013,18.873215,18.143929,18.800358,18.566786,534063600,16.391657
23-10-2013,18.77393,18.535713,18.535713,18.748571,313723200,16.552135
24-10-2013,19.016787,18.65893,18.75,18.996786,384764800,16.771269
25-10-2013,19.043928,18.753929,18.975714,18.784286,337792000,16.583672
28-10-2013,18.964287,18.686071,18.894285,18.924286,550440800,16.70727
29-10-2013,19.258928,18.376429,19.1525,18.452856,635807200,16.291069
30-10-2013,18.84,18.465,18.557501,18.746429,354163600,16.550245
31-10-2013,18.838928,18.616785,18.75,18.667856,275696400,16.480877
01-11-2013,18.742857,18.422857,18.715,18.5725,274890000,16.396696
04-11-2013,18.815001,18.528929,18.610714,18.8125,244627600,16.60858
05-11-2013,18.888929,18.678572,18.735001,18.766071,265213200,16.567593
06-11-2013,18.745001,18.507143,18.719643,18.604286,223375600,16.520655
07-11-2013,18.685356,18.299286,18.556429,18.303213,262620400,16.2533
08-11-2013,18.611786,18.306786,18.377857,18.591429,279316800,16.50923
11-11-2013,18.631071,18.371786,18.571072,18.5375,227452400,16.461346
12-11-2013,18.71143,18.464287,18.488214,18.571787,204276800,16.491796
13-11-2013,18.651787,18.462856,18.5,18.593929,197220800,16.511457
14-11-2013,18.902857,18.638214,18.671785,18.862858,282419200,16.750265
15-11-2013,18.89607,18.731787,18.806429,18.749643,317920400,16.649734
18-11-2013,18.828215,18.507143,18.749643,18.522499,244944000,16.448023
19-11-2013,18.692142,18.498928,18.536785,18.555357,208938800,16.477201
20-11-2013,18.58643,18.368929,18.543928,18.392857,193916800,16.332901
21-11-2013,18.614643,18.345358,18.485714,18.612143,262026800,16.527632
22-11-2013,18.648571,18.518929,18.554285,18.564285,223725600,16.48513
25-11-2013,18.781071,18.607143,18.607857,18.705,229311600,16.61009
26-11-2013,19.147858,18.714287,18.718571,19.049999,401382800,16.916451
27-11-2013,19.5,19.049999,19.153929,19.498571,363448400,17.314785
29-11-2013,19.940357,19.564644,19.624287,19.859644,318127600,17.635412
02-12-2013,20.154642,19.672144,19.928572,19.686787,472544800,17.481918
03-12-2013,20.227858,19.917143,19.939285,20.225714,450968000,17.960485
04-12-2013,20.328215,20.029285,20.196428,20.178572,377809600,17.918623
05-12-2013,20.540714,20.22893,20.451786,20.282143,447580000,18.010599
06-12-2013,20.241072,19.984644,20.206785,20.000713,344352400,17.760685
09-12-2013,20.342142,20.032143,20.032143,20.229643,320493600,17.963978
10-12-2013,20.281429,20.042856,20.127857,20.198214,278269600,17.936066
11-12-2013,20.391787,19.98893,20.25,20.048571,359718800,17.803177
12-12-2013,20.190714,20.001072,20.076429,20.019285,262290000,17.77718
13-12-2013,20.102858,19.77393,20.101786,19.801071,332822000,17.583401
16-12-2013,20.094286,19.821787,19.822144,19.910713,282592800,17.680759
17-12-2013,19.98,19.763571,19.850357,19.821072,229902400,17.601158
18-12-2013,19.694643,19.242857,19.632143,19.670357,565863200,17.467323
19-12-2013,19.642857,19.418928,19.625,19.445,320308800,17.267206
20-12-2013,19.700357,19.457857,19.479643,19.607857,436413600,17.411827
23-12-2013,20.382856,20.098572,20.285713,20.360357,501306400,18.080044
24-12-2013,20.424286,20.215357,20.353214,20.27393,167554800,18.003304
26-12-2013,20.339287,20.120714,20.289286,20.139286,204008000,17.883736
27-12-2013,20.157499,19.982143,20.136429,20.003214,225884400,17.762905
30-12-2013,20.003214,19.725714,19.909286,19.804285,253629600,17.586252
31-12-2013,20.045713,19.785713,19.791786,20.036428,223084400,17.792398
02-01-2014,19.893929,19.715,19.845715,19.754642,234684800,17.542173
03-01-2014,19.775,19.301071,19.745001,19.320715,392467600,17.156841
06-01-2014,19.52857,19.057142,19.194643,19.426071,412610800,17.250397
07-01-2014,19.498571,19.21143,19.440001,19.287144,317209200,17.127029
08-01-2014,19.484285,19.23893,19.243214,19.409286,258529600,17.235497
09-01-2014,19.530714,19.119642,19.52857,19.161428,279148800,17.0154
10-01-2014,19.314285,18.968214,19.279642,19.033571,304976000,16.901861
13-01-2014,19.375,18.924286,18.925358,19.133215,378492800,16.990343
14-01-2014,19.526072,19.202143,19.222143,19.513929,332561600,17.328415
15-01-2014,20.007143,19.702143,19.768572,19.905714,391638800,17.676323
16-01-2014,19.887501,19.702856,19.817858,19.794643,229278000,17.577696
17-01-2014,19.716785,19.282143,19.695715,19.309643,426739600,17.147011
21-01-2014,19.645357,19.300714,19.321072,19.609644,328526800,17.413414
22-01-2014,19.903214,19.564644,19.675358,19.696787,379985200,17.490803
23-01-2014,19.875,19.4575,19.640715,19.863571,403239200,17.638899
24-01-2014,19.843571,19.455357,19.785713,19.502501,429354800,17.318275
27-01-2014,19.814285,19.491072,19.645357,19.660713,554878800,17.458767
28-01-2014,18.392857,17.93107,18.17,18.089287,1065523200,16.063335
29-01-2014,18.120358,17.807858,17.998215,17.883928,502810000,15.880974
30-01-2014,18.089287,17.739286,17.947857,17.849285,678501600,15.850209
31-01-2014,17.911785,17.626785,17.684999,17.878571,464797200,15.876216
03-02-2014,18.133215,17.832144,17.950357,17.911785,401464000,15.905713
04-02-2014,18.195,17.955713,18.066071,18.17107,376681200,16.135958
05-02-2014,18.402857,18.080357,18.091429,18.306786,328344800,16.256472
06-02-2014,18.339287,18.13607,18.216429,18.303928,257765200,16.351231
07-02-2014,18.676071,18.477858,18.620714,18.559999,370280400,16.579979
10-02-2014,18.999643,18.5,18.523571,18.8925,345559200,16.877008
11-02-2014,19.205357,18.910713,18.950357,19.14143,282256800,17.099386
12-02-2014,19.27,19.044287,19.176786,19.139999,308100800,17.098101
13-02-2014,19.458929,19.078571,19.094999,19.44393,307398000,17.369612
14-02-2014,19.499287,19.32893,19.373928,19.428213,272924400,17.355574
18-02-2014,19.685356,19.486071,19.5,19.499643,260251600,17.419382
19-02-2014,19.531786,19.083929,19.455357,19.191786,313768000,17.144363
20-02-2014,19.178572,18.892857,19.035357,18.969643,305858000,16.945923
21-02-2014,19.091785,18.735714,19.028214,18.758928,278784800,16.757687
24-02-2014,18.925714,18.657858,18.683929,18.84107,288909600,16.831066
25-02-2014,18.913214,18.607143,18.906429,18.645,231952000,16.655918
26-02-2014,18.75,18.414286,18.700357,18.476786,276217200,16.505646
27-02-2014,18.885,18.430357,18.469286,18.845358,301882000,16.834896
28-02-2014,19.026787,18.647142,18.895714,18.794287,371968800,16.789274
03-03-2014,18.951786,18.671785,18.693571,18.848572,238781200,16.837767
04-03-2014,19.022858,18.848928,18.964287,18.972857,259140000,16.948793
05-03-2014,19.098213,18.897499,18.96143,19.012857,200062800,16.984524
06-03-2014,19.087143,18.860714,19.028214,18.955357,185488800,16.933157
07-03-2014,18.999287,18.7875,18.967501,18.944286,220729600,16.923271
10-03-2014,19.047501,18.869286,18.870001,18.96143,178584000,16.938581
11-03-2014,19.240713,19.02107,19.123215,19.14607,279224400,17.103529
12-03-2014,19.191071,19,19.089643,19.164642,199326400,17.120117
13-03-2014,19.273571,18.898571,19.194286,18.951786,257742800,16.929972
14-03-2014,18.960358,18.678572,18.885357,18.73893,237199200,16.73982
17-03-2014,18.9275,18.780357,18.84643,18.812143,199544800,16.805227
18-03-2014,18.998928,18.757143,18.782143,18.978571,209647200,16.953899
19-03-2014,19.151428,18.892857,19.009287,18.973572,224756000,16.94943
20-03-2014,19.02393,18.833929,18.924643,18.882143,208398400,16.867756
21-03-2014,19.0625,18.797501,18.997499,19.031071,374046400,17.000801
24-03-2014,19.303572,19.109285,19.229286,19.256786,355700800,17.202431
25-03-2014,19.491072,19.27107,19.339287,19.463928,282293200,17.38748
26-03-2014,19.607143,19.245001,19.518572,19.277857,299768000,17.221256
27-03-2014,19.339287,19.111429,19.286428,19.195,222031600,17.14724
28-03-2014,19.247856,19.080357,19.225714,19.173571,200564000,17.128094
31-03-2014,19.314644,19.140356,19.258215,19.169287,168669200,17.124269
01-04-2014,19.352501,19.170357,19.205713,19.344643,200760000,17.280916
02-04-2014,19.41,19.295,19.370714,19.376785,180420800,17.309629
03-04-2014,19.375,19.201429,19.335358,19.2425,162344000,17.189669
04-04-2014,19.285713,18.949286,19.278929,18.99357,275251200,16.967291
07-04-2014,18.960714,18.638929,18.857857,18.695356,289850400,16.700895
08-04-2014,18.790001,18.525,18.756786,18.694286,243888400,16.699942
09-04-2014,18.946072,18.643572,18.665714,18.940001,206169600,16.919441
10-04-2014,19.008572,18.684643,18.952856,18.695715,239652000,16.701221
11-04-2014,18.672501,18.469286,18.535713,18.557501,271717600,16.577751
14-04-2014,18.648571,18.471786,18.639286,18.63143,205674000,16.643787
15-04-2014,18.629999,18.261786,18.581072,18.498571,266490000,16.525106
16-04-2014,18.610357,18.362143,18.501785,18.536072,214765600,16.558609
17-04-2014,18.848572,18.542856,18.571428,18.747856,284334400,16.747795
21-04-2014,19.004999,18.712856,18.762142,18.970358,182548800,16.946558
22-04-2014,18.993929,18.803572,18.868214,18.989286,202563200,16.963472
23-04-2014,18.968929,18.730356,18.895,18.741072,394940000,16.741735
24-04-2014,20.357143,20.026072,20.293215,20.2775,759911600,18.114254
25-04-2014,20.428213,20.14143,20.161785,20.42643,390275200,18.247297
28-04-2014,21.276787,20.448214,20.457144,21.217501,669485600,18.953981
29-04-2014,21.285,21.053928,21.205,21.154642,337377600,18.897821
30-04-2014,21.408215,21.064285,21.165714,21.074642,456640800,18.826351
01-05-2014,21.242857,20.941429,21.142857,21.124287,244048000,18.870705
02-05-2014,21.22143,21.061071,21.155001,21.16357,191514400,18.9058
05-05-2014,21.464287,21.071428,21.076429,21.462856,287067200,19.173155
06-05-2014,21.586071,21.22893,21.492857,21.22893,374564400,18.964184
07-05-2014,21.331785,20.990356,21.258928,21.154642,282864400,18.897821
08-05-2014,21.22893,20.942858,21.008928,20.999643,230297200,18.864138
09-05-2014,20.9375,20.72607,20.876429,20.912144,291597600,18.785534
12-05-2014,21.202143,20.978571,20.981787,21.172501,213208800,19.019417
13-05-2014,21.23357,21.09643,21.142857,21.205713,159737200,19.049246
14-05-2014,21.335714,21.133572,21.158215,21.209642,166404000,19.05278
15-05-2014,21.307142,21.001429,21.239286,21.029285,230846000,18.890759
16-05-2014,21.340357,20.907143,21.022499,21.339643,276256400,19.169558
19-05-2014,21.690357,21.333214,21.351786,21.592501,317755200,19.396702
20-05-2014,21.657143,21.454643,21.589643,21.596786,234836000,19.400555
21-05-2014,21.667856,21.502144,21.565357,21.653929,196859600,19.451883
22-05-2014,21.780357,21.575001,21.664286,21.688213,200760000,19.482685
23-05-2014,21.954643,21.659643,21.6875,21.933214,232209600,19.70277
27-05-2014,22.352142,21.986786,21.995714,22.343929,348866000,20.07172
28-05-2014,22.493929,22.277857,22.357857,22.286072,315481600,20.019745
29-05-2014,22.745358,22.420357,22.423214,22.692142,376474000,20.38452
30-05-2014,23.006071,22.460714,22.785,22.607143,564020800,20.308163
02-06-2014,22.672501,22.232143,22.64143,22.451786,369350800,20.168604
03-06-2014,22.812143,22.4375,22.445,22.769285,292709200,20.453815
04-06-2014,23.138929,22.718214,22.765715,23.029285,335482000,20.687378
05-06-2014,23.191786,22.950357,23.078571,23.119642,303805600,20.768545
06-06-2014,23.259287,23.016787,23.210714,23.05607,349938400,20.711441
09-06-2014,23.469999,22.9375,23.174999,23.424999,301660000,21.042849
10-06-2014,23.762501,23.3925,23.682501,23.5625,251108000,21.166368
11-06-2014,23.690001,23.3675,23.532499,23.465,182724000,21.078791
12-06-2014,23.530001,22.975,23.51,23.0725,218996000,20.726204
13-06-2014,23.110001,22.719999,23.049999,22.82,218100000,20.499374
16-06-2014,23.1875,22.862499,22.877501,23.049999,142244000,20.705982
17-06-2014,23.174999,22.950001,23.077499,23.02,118904000,20.679035
18-06-2014,23.0725,22.8375,23.067499,23.045,134056000,20.701496
19-06-2014,23.075001,22.834999,23.0725,22.965,142112000,20.629631
20-06-2014,23.137501,22.725,22.9625,22.727501,403592000,20.416279
23-06-2014,22.905001,22.65,22.83,22.7075,174776000,20.398315
24-06-2014,22.934999,22.547501,22.6875,22.57,156144000,20.274797
25-06-2014,22.674999,22.4125,22.5525,22.59,147476000,20.292759
26-06-2014,22.762501,22.450001,22.592501,22.725,130516000,20.414036
27-06-2014,23,22.692499,22.705,22.995001,256116000,20.656582
30-06-2014,23.432501,23.022499,23.025,23.2325,197929200,20.86993
01-07-2014,23.5175,23.282499,23.379999,23.379999,152892000,21.002426
02-07-2014,23.514999,23.272499,23.467501,23.370001,113860000,20.993443
03-07-2014,23.525,23.299999,23.4175,23.5075,91567200,21.116964
07-07-2014,23.997499,23.525,23.535,23.9925,225872000,21.552643
08-07-2014,24.200001,23.48,24.067499,23.8375,260888000,21.413404
09-07-2014,23.987499,23.690001,23.860001,23.8475,145744000,21.42239
10-07-2014,23.887501,23.379999,23.440001,23.76,158744000,21.343784
11-07-2014,23.9725,23.715,23.84,23.805,136072000,21.384211
14-07-2014,24.2225,23.9125,23.965,24.112499,171240000,21.66044
15-07-2014,24.2125,23.7575,24.200001,23.83,181911600,21.406664
16-07-2014,24.275,23.684999,24.2425,23.695,213585200,21.285391
17-07-2014,23.82,23.1425,23.7575,23.272499,229192000,20.905861
18-07-2014,23.684999,23.254999,23.405001,23.6075,199952000,21.206795
21-07-2014,23.75,23.43,23.747499,23.485001,156316000,21.096746
22-07-2014,23.7225,23.530001,23.67,23.68,220788000,21.271921
